Total word count: 25652
Unique word count: 6342
Word frequencies:
that:: 1
Live,: 1
prosperous:: 1
same,: 1
hereabout:: 1
doubt.: 1
maw,: 1
Gorged: 1
dearest: 1
morsel: 1
enforce: 1
rotten: 1
jaws: 1
open,: 1
despite,: 1
cram: 1
food!: 1
Opens: 1
haughty: 1
supposed,: 1
creature: 1
died;: 1
villanous: 1
bodies:: 1
Comes: 1
unhallow'd: 1
toil,: 1
pursued: 1
Condemned: 1
Obey,: 1
indeed;: 1
tempt: 1
Fly: 1
affright: 1
urging: 1
fury:: 1
arm'd: 1
hereafter: 1
madman's: 1
mercy: 1
conjurations,: 1
felon: 1
provoke: 1
fight!: 1
Open: 1
peruse: 1
Paris!: 1
betossed: 1
rode?: 1
Juliet:: 1
Said: 1
misfortune's: 1
book!: 1
triumphant: 1
no!: 1
interr'd.: 1
keepers: 1
lightning: 1
lightning?: 1
beauty:: 1
conquer'd;: 1
ensign: 1
crimson: 1
flag: 1
liest: 1
sheet?: 1
favour: 1
twain: 1
sunder: 1
enemy?: 1
Forgive: 1
unsubstantial: 1
amorous,: 1
lean: 1
abhorred: 1
monster: 1
Thee: 1
paramour?: 1
palace: 1
Depart: 1
again:: 1
worms: 1
chamber-maids;: 1
shake: 1
yoke: 1
inauspicious: 1
world-wearied: 1
Eyes,: 1
last!: 1
Arms,: 1
embrace!: 1
doors: 1
seal: 1
righteous: 1
dateless: 1
bargain: 1
engrossing: 1
conduct,: 1
unsavoury: 1
guide!: 1
pilot,: 1
dashing: 1
rocks: 1
sea-sick: 1
weary: 1
bark!: 1
Drinks: 1
quick.: 1
churchyard,: 1
Francis: 1
speed!: 1
feet: 1
stumbled: 1
graves!: 1
Bliss: 1
yond,: 1
vainly: 1
grubs: 1
eyeless: 1
skulls?: 1
discern,: 1
burneth: 1
vault.: 1
sir: 1
fearfully: 1
menace: 1
yew-tree: 1
fought,: 1
Advances: 1
stains: 1
entrance: 1
sepulchre?: 1
masterless: 1
gory: 1
discolour'd: 1
peace?: 1
Enters: 1
pale!: 1
steep'd: 1
unkind: 1
chance!: 1
stirs.: 1
wakes: 1
comfortable: 1
am.: 1
noise.: 1
contagion,: 1
unnatural: 1
greater: 1
contradict: 1
thwarted: 1
dispose: 1
sisterhood: 1
nuns:: 1
question,: 1
coming;: 1
cup,: 1
hand?: 1
Poison,: 1
timeless: 1
end:: 1
churl!: 1
friendly: 1
drop: 1
after?: 1
lips;: 1
Haply: 1
hang: 1
restorative.: 1
Kisses: 1
warm.: 1
Lead,: 1
way?: 1
noise?: 1
brief.: 1
dagger!: 1
Snatching: 1
sheath;: 1
Stabs: 1
rust,: 1
place;: 1
burn.: 1
bloody;: 1
churchyard:: 1
whoe'er: 1
attach.: 1
Pitiful: 1
bleeding,: 1
warm,: 1
prince:: 1
Capulets:: 1
Raise: 1
Montagues:: 1
search:: 1
whereon: 1
circumstance: 1
descry.: 1
churchyard.: 1
safety,: 1
trembles,: 1
weeps:: 1
suspicion:: 1
misadventure: 1
rest?: 1
shriek: 1
abroad?: 1
people: 1
street: 1
run,: 1
outcry: 1
startles: 1
Sovereign,: 1
Warm: 1
kill'd.: 1
Search,: 1
seek,: 1
comes.: 1
tombs.: 1
heavens!: 1
bleeds!: 1
mista'en--for,: 1
Montague,--: 1
mis-sheathed: 1
bosom!: 1
bell,: 1
warns: 1
sepulchre.: 1
liege,: 1
Grief: 1
son's: 1
stopp'd: 1
breath:: 1
conspires: 1
age?: 1
see.: 1
untaught!: 1
Seal: 1
outrage: 1
while,: 1
clear: 1
ambiguities,: 1
spring,: 1
descent;: 1
forbear,: 1
mischance: 1
patience.: 1
Bring: 1
parties: 1
suspicion.: 1
greatest,: 1
least,: 1
suspected,: 1
direful: 1
murder;: 1
impeach: 1
purge: 1
Myself: 1
condemned: 1
excused.: 1
brief,: 1
tale.: 1
Juliet;: 1
marriage-day: 1
dooms-day,: 1
Banish'd: 1
city,: 1
whom,: 1
pined.: 1
You,: 1
Betroth'd: 1
rid: 1
tutor'd: 1
sleeping: 1
potion;: 1
intended,: 1
dire: 1
potion's: 1
force: 1
cease.: 1
accident,: 1
yesternight: 1
Return'd: 1
prefixed: 1
vault;: 1
Meaning: 1
closely: 1
conveniently: 1
awaking,: 1
wakes;: 1
entreated: 1
scare: 1
desperate,: 1
seems,: 1
violence: 1
know;: 1
privy:: 1
Miscarried: 1
fault,: 1
sacrificed,: 1
rigour: 1
severest: 1
law.: 1
brought: 1
threatened: 1
departed: 1
county's: 1
page,: 1
watch?: 1
did:: 1
Anon: 1
friar's: 1
Their: 1
course: 1
writes: 1
'pothecary,: 1
therewithal: 1
enemies?: 1
Capulet!: 1
scourge: 1
winking: 1
brace: 1
kinsmen:: 1
punish'd.: 1
jointure,: 1
demand.: 1
statue: 1
gold;: 1
known,: 1
figure: 1
sacrifices: 1
enmity!: 1
glooming: 1
brings;: 1
head:: 1
things;: 1
pardon'd,: 1
punished:: 1
story: 1
